,source,target,time,type
1202,75505,5682,2015-08-04 23:41:13,a2q
1203,4332,92153,2015-08-04 21:59:19,a2q
1204,33,28118,2015-08-04 17:05:33,a2q
1205,184572,445,2015-08-04 14:32:55,a2q
1206,416059,483,2015-08-04 13:10:24,a2q
1207,525788,67,2015-08-04 10:25:39,a2q
1208,34397,4055,2015-08-04 04:07:23,a2q
1209,2785592,51,2015-08-04 01:45:17,a2q
1210,499581,116,2015-08-03 23:12:31,a2q
1211,5624,5624,2015-08-03 19:19:24,a2q
1212,4332,92153,2015-08-03 16:27:17,a2q
1213,492,60067,2015-08-03 12:16:40,a2q
1214,63043,7850,2015-08-03 07:01:22,a2q
1215,409172,116,2015-08-03 05:19:25,a2q
1216,6309,25645,2015-08-02 15:49:17,a2q
1217,941632,64,2015-08-02 08:32:40,a2q
1218,267,251002,2015-08-02 04:48:33,a2q
1219,563848,974,2015-08-01 22:13:04,a2q
1220,55075,116,2015-08-01 17:31:27,a2q
1221,588759,437,2015-08-01 09:48:22,a2q
1222,65863,4997,2015-08-01 06:37:38,a2q
1223,529689,51,2015-08-01 04:55:39,a2q
1224,7820,7820,2015-08-01 00:00:08,a2q
1225,281460,947,2015-07-31 23:55:49,a2q
1226,434919,192,2015-07-31 23:04:53,a2q
1227,5017,5017,2015-07-31 22:33:21,a2q
1228,267,986160,2015-07-31 20:58:54,a2q
1229,33,1066045,2015-07-31 20:51:33,a2q
1230,6309,66814,2015-07-31 20:23:19,a2q
1231,4376,4376,2015-07-31 20:05:10,a2q
1232,267,603689,2015-07-31 16:16:34,a2q
1233,905,13342,2015-07-31 16:04:02,a2q
1234,8787,35483,2015-07-31 13:31:42,a2q
1235,4574,4574,2015-07-31 13:23:31,a2q
1236,90801,6068,2015-07-31 07:11:05,a2q
1237,48,2178257,2015-07-31 04:11:22,a2q
1238,75170,4376,2015-07-31 03:59:38,a2q
1239,13,4987766,2015-07-31 01:37:20,a2q
1240,57695,9789,2015-07-30 22:13:11,a2q
1241,15599,3191,2015-07-30 17:34:49,a2q
1242,685,239129,2015-07-29 23:39:13,a2q
1243,93448,2104,2015-07-29 22:54:47,a2q
1244,2788,5454,2015-07-29 22:09:34,a2q
1245,476,736345,2015-07-29 22:02:31,a2q
1246,202,278950,2015-07-29 21:10:54,a2q
1247,11799,6777,2015-07-29 21:00:09,a2q
1248,2788,8741,2015-07-29 18:12:38,a2q
1249,7732,7732,2015-07-29 14:48:17,a2q
1250,685,685,2015-07-29 01:27:37,a2q
1251,13,448810,2015-07-29 01:25:17,a2q
1252,58,1189948,2015-07-29 00:42:40,a2q
1253,202,758527,2015-07-28 22:23:51,a2q
1254,3298,3298,2015-07-28 18:19:58,a2q
1255,6756,6756,2015-07-28 14:23:20,a2q
1256,6309,116,2015-07-28 13:43:56,a2q
1257,147356,116,2015-07-28 10:11:58,a2q
1258,31582,5123,2015-07-28 08:15:37,a2q
1259,7223,7223,2015-07-28 07:15:50,a2q
1260,8985,56952,2015-07-28 03:14:28,a2q
1261,775,428547,2015-07-28 02:49:50,a2q
1262,16940,1343,2015-07-28 02:35:59,a2q
1263,3488,3488,2015-07-28 01:18:45,a2q
1264,541136,207,2015-07-28 01:06:30,a2q
1265,882371,802,2015-07-28 00:21:51,a2q
1266,751,354971,2015-07-27 19:05:57,a2q
1267,5977,27294,2015-07-27 16:33:55,a2q
1268,476,719998,2015-07-27 15:36:53,a2q
1269,390423,543,2015-07-27 15:21:40,a2q
1270,60,2116712,2015-07-27 02:57:25,a2q
1271,905,905,2015-07-26 22:12:37,a2q
1272,202,218277,2015-07-26 18:35:55,a2q
1273,3847182,79,2015-07-26 02:10:08,a2q
1274,1916,72437,2015-07-25 16:32:44,a2q
1275,9950,9950,2015-07-25 04:51:26,a2q
1276,2786,40106,2015-07-25 04:00:02,a2q
1277,143195,520,2015-07-25 00:46:50,a2q
1278,1882,47886,2015-07-24 22:35:18,a2q
1279,22656,7141,2015-07-24 21:14:19,a2q
1280,74757,7141,2015-07-24 21:13:55,a2q
1281,727,459967,2015-07-24 20:39:00,a2q
1282,4376,4376,2015-07-24 19:25:06,a2q
1283,91495,4231,2015-07-24 18:34:39,a2q
1284,476,413225,2015-07-24 15:48:52,a2q
1285,6330,92238,2015-07-24 11:35:44,a2q
1286,369,909974,2015-07-24 06:08:46,a2q
1287,65863,342,2015-07-24 05:55:31,a2q
1288,23845,37,2015-07-24 03:02:44,a2q
1289,24684,8205,2015-07-24 02:04:25,a2q
1290,4843530,1,2015-07-23 23:03:21,a2q
1291,529630,476,2015-07-23 22:23:01,a2q
1292,85785,2104,2015-07-23 22:19:32,a2q
1293,319799,476,2015-07-23 21:27:45,a2q
1294,476,568151,2015-07-23 21:01:40,a2q
1295,506413,342,2015-07-23 20:49:55,a2q
1296,476,984333,2015-07-23 20:48:58,a2q
1297,33499,4490,2015-07-23 18:58:42,a2q
1298,13,2251876,2015-07-23 17:57:19,a2q
1299,190,928867,2015-07-23 16:26:51,a2q
1300,7488,88172,2015-07-23 16:25:40,a2q
1301,893955,986,2015-07-23 14:54:41,a2q
1302,5146505,61,2015-07-23 12:37:21,a2q
1303,5274,5274,2015-07-23 08:51:30,a2q
1304,4376,151,2015-07-22 21:40:08,a2q
1305,375664,392,2015-07-22 20:48:57,a2q
1306,476,140293,2015-07-22 18:10:09,a2q
1307,2988,61592,2015-07-22 15:35:14,a2q
1308,13163,5056,2015-07-22 15:15:16,a2q
1309,3561,1088,2015-07-22 13:12:50,a2q
1310,16,1145862,2015-07-22 10:48:02,a2q
1311,67,2873357,2015-07-22 01:23:57,a2q
1312,474377,419,2015-07-22 01:14:38,a2q
1313,1796,1796,2015-07-22 00:04:46,a2q
1314,225,372912,2015-07-21 23:23:38,a2q
1315,12916,7944,2015-07-21 21:08:59,a2q
1316,95,2753169,2015-07-21 20:24:14,a2q
1317,769465,100,2015-07-21 05:39:20,a2q
1318,17034,9382,2015-07-21 04:31:15,a2q
1319,2266,67576,2015-07-21 00:13:19,a2q
1320,752843,432,2015-07-20 23:24:48,a2q
1321,267,322642,2015-07-20 18:57:35,a2q
1322,452102,276,2015-07-20 17:06:53,a2q
1323,838993,912,2015-07-20 11:10:25,a2q
1324,108,832849,2015-07-20 10:52:10,a2q
1325,5314,61654,2015-07-20 09:18:00,a2q
1326,893,509895,2015-07-20 06:51:17,a2q
1327,4873,64052,2015-07-20 04:58:12,a2q
1328,1056259,26,2015-07-20 04:02:26,a2q
1329,4979,4979,2015-07-20 01:46:08,a2q
1330,4279,86967,2015-07-19 20:15:22,a2q
1331,2591,2591,2015-07-19 16:02:13,a2q
1332,2591,2591,2015-07-19 14:43:50,a2q
1333,5441,5441,2015-07-19 02:29:11,a2q
1334,533,8678,2015-07-18 20:05:56,a2q
1335,95674,3175,2015-07-18 05:58:59,a2q
1336,17279,2222,2015-07-18 03:45:43,a2q
1337,3295,61664,2015-07-17 20:10:19,a2q
1338,41483,6448,2015-07-17 18:09:02,a2q
1339,476,569872,2015-07-17 17:22:56,a2q
1340,139200,983,2015-07-17 15:32:16,a2q
1341,4372639,82,2015-07-17 14:56:35,a2q
1342,1190,1190,2015-07-17 03:53:05,a2q
1343,1950,1950,2015-07-17 00:19:13,a2q
1344,266804,358,2015-07-16 23:06:57,a2q
1345,11016,3811,2015-07-16 22:44:44,a2q
1346,13,4730229,2015-07-16 21:55:41,a2q
1347,2740693,62,2015-07-16 19:40:37,a2q
1348,13,4283874,2015-07-16 16:27:35,a2q
1349,190,48886,2015-07-16 16:22:16,a2q
1350,209103,62,2015-07-16 07:02:09,a2q
1351,112,429596,2015-07-16 06:34:13,a2q
1352,4599,4599,2015-07-16 05:01:22,a2q
1353,2547,2547,2015-07-16 03:19:29,a2q
1354,6540,6540,2015-07-16 03:11:21,a2q
1355,809,809,2015-07-16 02:55:19,a2q
1356,964250,645,2015-07-15 23:01:37,a2q
1357,470,470,2015-07-15 20:46:39,a2q
1358,5027344,58,2015-07-15 18:25:18,a2q
1359,476,775856,2015-07-15 17:48:54,a2q
1360,5587,5587,2015-07-15 17:38:07,a2q
1361,378386,466,2015-07-15 15:34:12,a2q
1362,2988,18706,2015-07-15 15:30:30,a2q
1363,4931,4931,2015-07-15 15:20:02,a2q
1364,369,223742,2015-07-15 14:14:36,a2q
1365,369,223742,2015-07-15 11:01:17,a2q
1366,426439,91,2015-07-15 04:10:45,a2q
1367,7552,116,2015-07-15 03:55:01,a2q
1368,95,1085186,2015-07-15 02:54:10,a2q
1369,45375,1370,2015-07-15 00:45:13,a2q
1370,60,705947,2015-07-14 23:52:02,a2q
1371,5114861,83,2015-07-14 18:02:42,a2q
1372,496161,986,2015-07-14 16:28:30,a2q
1373,164683,484,2015-07-14 13:22:41,a2q
1374,4437,4437,2015-07-14 08:51:11,a2q
1375,57475,7345,2015-07-13 21:27:18,a2q
1376,88374,8354,2015-07-13 15:38:45,a2q
1377,377384,543,2015-07-13 15:02:24,a2q
1378,65387,5343,2015-07-13 10:09:21,a2q
1379,986444,905,2015-07-13 06:31:00,a2q
1380,893,92153,2015-07-13 03:40:24,a2q
1381,499581,234,2015-07-13 01:38:27,a2q
1382,906,4227,2015-07-12 19:04:22,a2q
1383,13,2456964,2015-07-12 11:22:09,a2q
1384,239098,409,2015-07-12 06:54:50,a2q
1385,8718,18419,2015-07-12 05:55:48,a2q
1386,7852,7852,2015-07-12 04:51:18,a2q
1387,17027,6266,2015-07-12 01:43:18,a2q
1388,8116,87427,2015-07-11 22:17:17,a2q
1389,89872,234,2015-07-11 21:54:24,a2q
1390,6309,96167,2015-07-11 18:28:27,a2q
1391,95,5040706,2015-07-11 17:50:32,a2q
1392,2266,61311,2015-07-11 15:10:39,a2q
1393,3648903,29,2015-07-11 04:26:40,a2q
1394,9344,9344,2015-07-11 01:29:20,a2q
1395,11799,8741,2015-07-11 00:05:54,a2q
1396,4940,4940,2015-07-10 18:57:03,a2q
1397,4940,4940,2015-07-10 18:52:05,a2q
1398,6678,6678,2015-07-10 13:22:39,a2q
1399,369858,274,2015-07-10 09:41:18,a2q
1400,4193,4193,2015-07-10 09:03:34,a2q
1401,24874,2361,2015-07-10 05:44:22,a2q
1402,8454,80851,2015-07-10 05:39:43,a2q
1403,8715,69346,2015-07-10 02:47:06,a2q
1404,4050,4050,2015-07-10 02:08:53,a2q
1405,6050,6050,2015-07-10 01:31:13,a2q
1406,6050,6050,2015-07-10 01:20:43,a2q
1407,4773293,70,2015-07-10 01:12:37,a2q
1408,184465,549,2015-07-09 22:48:27,a2q
1409,742475,893,2015-07-09 21:34:38,a2q
1410,21679,2700,2015-07-09 16:04:05,a2q
1411,5003158,72,2015-07-09 15:19:19,a2q
1412,402366,234,2015-07-09 15:11:18,a2q
1413,684869,382,2015-07-09 08:19:36,a2q
1414,570573,56,2015-07-09 07:28:16,a2q
1415,122718,234,2015-07-09 05:03:28,a2q
1416,65863,6266,2015-07-09 03:07:07,a2q
1417,28214,6266,2015-07-09 01:46:55,a2q
1418,258741,357,2015-07-09 01:40:50,a2q
1419,8678,8678,2015-07-08 23:20:32,a2q
1420,2425366,38,2015-07-08 19:24:58,a2q
1421,413180,1,2015-07-08 16:01:01,a2q
1422,1772,1772,2015-07-08 12:41:35,a2q
1423,45375,5475,2015-07-08 10:55:34,a2q
1424,369,354961,2015-07-08 08:42:40,a2q
1425,345031,476,2015-07-08 05:00:36,a2q
1426,582,75224,2015-07-08 04:52:50,a2q
1427,4490,4490,2015-07-08 04:44:05,a2q
1428,67865,2495,2015-07-08 04:13:00,a2q
1429,6509,12943,2015-07-08 03:42:57,a2q
1430,4572,4572,2015-07-08 03:21:24,a2q
1431,69083,4144,2015-07-08 02:09:42,a2q
1432,4376,4376,2015-07-08 01:05:00,a2q
1433,104018,673,2015-07-08 00:10:53,a2q
1434,60,1526912,2015-07-07 22:34:25,a2q
1435,33,261355,2015-07-07 22:02:34,a2q
1436,22982,1900,2015-07-07 20:15:27,a2q
1437,41977,5004,2015-07-07 18:30:07,a2q
1438,45091,8320,2015-07-07 17:50:30,a2q
1439,33,1088795,2015-07-07 17:40:39,a2q
1440,2671,2671,2015-07-07 16:47:14,a2q
1441,8942,8942,2015-07-07 16:32:55,a2q
1442,6309,26521,2015-07-07 15:51:36,a2q
1443,170309,56,2015-07-07 09:16:10,a2q
1444,497084,470,2015-07-07 04:40:08,a2q
1445,60,4864155,2015-07-07 04:33:06,a2q
1446,4332,13442,2015-07-07 03:45:20,a2q
1447,714,247265,2015-07-07 03:00:46,a2q
1448,6444,2716,2015-07-07 01:14:29,a2q
1449,549,549,2015-07-07 00:19:11,a2q
1450,449284,470,2015-07-06 16:02:13,a2q
1451,72041,9137,2015-07-06 13:07:36,a2q
1452,60,4218594,2015-07-06 08:29:46,a2q
1453,60,3126973,2015-07-05 22:54:06,a2q
1454,345031,476,2015-07-05 18:14:57,a2q
1455,60,4608189,2015-07-05 01:42:06,a2q
1456,27024,2250,2015-07-04 06:59:28,a2q
1457,1622,1622,2015-07-03 23:20:21,a2q
1458,50115,4872,2015-07-03 22:00:04,a2q
1459,3827,99248,2015-07-03 18:50:33,a2q
1460,684096,366,2015-07-03 18:42:35,a2q
1461,7488,73535,2015-07-03 17:44:36,a2q
1462,7652,7652,2015-07-03 17:20:41,a2q
1463,267,57428,2015-07-03 15:50:34,a2q
1464,895245,432,2015-07-03 15:22:19,a2q
1465,6776,6776,2015-07-03 15:11:47,a2q
1466,432,6508,2015-07-03 13:49:20,a2q
1467,7532,230,2015-07-03 13:11:20,a2q
1468,5006,76815,2015-07-03 08:49:34,a2q
1469,415,977948,2015-07-03 07:10:23,a2q
1470,369,126483,2015-07-03 05:55:21,a2q
1471,1713,1713,2015-07-03 05:15:00,a2q
1472,8338,8338,2015-07-03 04:41:14,a2q
1473,2199,80209,2015-07-03 04:32:29,a2q
1474,8217,10475,2015-07-03 00:42:55,a2q
1475,4862360,20,2015-07-03 00:05:11,a2q
1476,742,581582,2015-07-02 23:52:30,a2q
1477,60,4528242,2015-07-02 22:46:48,a2q
1478,60,4726680,2015-07-02 22:28:57,a2q
1479,7652,7652,2015-07-02 17:53:57,a2q
1480,1162402,25,2015-07-02 17:52:25,a2q
1481,245540,307,2015-07-02 17:40:19,a2q
1482,381,54964,2015-07-02 17:03:16,a2q
1483,99777,2443,2015-07-02 16:16:22,a2q
1484,6236,6236,2015-07-02 16:12:41,a2q
1485,3806549,29,2015-07-02 16:03:10,a2q
1486,432,318995,2015-07-02 14:40:15,a2q
1487,4090831,1,2015-07-02 14:37:49,a2q
1488,432,383306,2015-07-02 14:33:23,a2q
1489,432,195298,2015-07-02 09:42:22,a2q
1490,775,386869,2015-07-02 08:32:35,a2q
1491,8155,86431,2015-07-02 07:41:32,a2q
1492,261467,199,2015-07-02 02:48:14,a2q
1493,4543133,82,2015-07-01 22:39:53,a2q
1494,476,491494,2015-07-01 22:07:23,a2q
1495,1619432,79,2015-07-01 19:45:49,a2q
1496,476,772437,2015-07-01 18:48:02,a2q
1497,648076,203,2015-07-01 16:39:48,a2q
1498,896322,82,2015-07-01 14:13:39,a2q
1499,5380,5380,2015-07-01 13:02:03,a2q
1500,470560,745,2015-07-01 08:34:23,a2q
1501,371,503790,2015-07-01 08:18:44,a2q
1502,60,3516014,2015-07-01 07:51:42,a2q
1503,60,3488465,2015-07-01 07:34:56,a2q
1504,3,745537,2015-07-01 02:35:19,a2q
1505,7659,7659,2015-07-01 01:25:13,a2q
1506,611628,192,2015-06-30 23:35:24,a2q
1507,476,761501,2015-06-30 22:10:54,a2q
1508,29262,4082,2015-06-30 21:52:44,a2q
1509,9789,9789,2015-06-30 21:05:16,a2q
1510,611628,987,2015-06-30 20:03:59,a2q
1511,887983,192,2015-06-30 19:51:58,a2q
1512,1431042,91,2015-06-30 17:06:23,a2q
1513,489,852806,2015-06-30 17:05:58,a2q
1514,476,375947,2015-06-30 15:43:26,a2q
1515,435124,765,2015-06-30 12:31:25,a2q
1516,4597,4597,2015-06-30 10:22:28,a2q
1517,717630,572,2015-06-30 02:57:48,a2q
1518,3622,3622,2015-06-30 00:31:18,a2q
1519,3622,3622,2015-06-30 00:27:15,a2q
1520,7720,7850,2015-06-29 22:03:46,a2q
1521,7850,7850,2015-06-29 21:57:41,a2q
1522,660982,745,2015-06-29 19:53:54,a2q
1523,7850,7850,2015-06-29 19:38:47,a2q
1524,3181,68571,2015-06-29 16:18:25,a2q
1525,70170,2963,2015-06-29 15:43:15,a2q
1526,188,682308,2015-06-29 07:09:56,a2q
1527,6760,11470,2015-06-29 01:31:30,a2q
1528,4525,4525,2015-06-28 02:51:18,a2q
1529,423171,337,2015-06-27 20:29:26,a2q
1530,882493,486,2015-06-27 17:37:46,a2q
1531,2988,73673,2015-06-27 11:05:53,a2q
1532,3833603,91,2015-06-27 07:56:30,a2q
1533,2144669,91,2015-06-27 07:53:17,a2q
1534,2643689,91,2015-06-27 07:48:15,a2q
1535,25358,3786,2015-06-27 03:26:56,a2q
1536,593388,1,2015-06-26 23:00:29,a2q
1537,7585,41169,2015-06-26 22:19:51,a2q
1538,95954,2044,2015-06-26 22:18:17,a2q
1539,151742,974,2015-06-26 21:33:50,a2q
1540,21362,105,2015-06-26 20:45:17,a2q
1541,381,381,2015-06-26 19:00:53,a2q
1542,6448,6448,2015-06-26 16:27:51,a2q
1543,3101994,39,2015-06-26 15:23:54,a2q
1544,71957,9435,2015-06-26 11:25:59,a2q
1545,453389,409,2015-06-26 09:22:13,a2q
1546,12916,7944,2015-06-26 02:36:27,a2q
1547,370,58309,2015-06-26 01:13:23,a2q
1548,786385,543,2015-06-26 00:52:53,a2q
1549,9859,9859,2015-06-26 00:05:32,a2q
1550,33,88929,2015-06-25 18:30:29,a2q
1551,44264,8678,2015-06-25 17:05:04,a2q
1552,476,76722,2015-06-25 15:10:46,a2q
1553,985,335717,2015-06-25 13:52:28,a2q
1554,174728,422,2015-06-25 13:16:25,a2q
1555,17410,1946,2015-06-25 07:47:45,a2q
1556,263762,896,2015-06-25 05:03:49,a2q
1557,893,988441,2015-06-25 04:20:58,a2q
1558,791587,303,2015-06-24 23:31:59,a2q
1559,611441,966,2015-06-24 21:19:13,a2q
1560,549,441517,2015-06-24 20:49:57,a2q
1561,549,370935,2015-06-24 20:30:38,a2q
1562,298,298,2015-06-24 18:48:08,a2q
1563,1210708,1,2015-06-24 18:26:39,a2q
1564,4438736,91,2015-06-24 18:14:06,a2q
1565,4870511,83,2015-06-24 17:36:56,a2q
1566,613130,905,2015-06-24 15:12:12,a2q
1567,613130,905,2015-06-24 14:27:36,a2q
1568,4668,4668,2015-06-24 09:01:19,a2q
1569,21028,6527,2015-06-23 21:39:55,a2q
1570,6970,81578,2015-06-23 20:59:20,a2q
1571,279623,267,2015-06-23 20:20:18,a2q
1572,1301703,83,2015-06-23 18:26:15,a2q
1573,78234,3446,2015-06-23 17:47:45,a2q
1574,6236,6236,2015-06-23 16:31:20,a2q
1575,12916,7944,2015-06-23 07:34:40,a2q
1576,12916,7944,2015-06-23 07:28:37,a2q
1577,4599,4599,2015-06-23 05:16:06,a2q
1578,8220,20358,2015-06-23 02:23:10,a2q
1579,63308,6068,2015-06-23 01:06:30,a2q
1580,78551,5056,2015-06-22 21:57:28,a2q
1581,8261,4203,2015-06-22 20:38:13,a2q
1582,4332,25991,2015-06-22 16:51:32,a2q
1583,6309,95944,2015-06-20 11:15:22,a2q
1584,457970,83,2015-06-20 04:01:15,a2q
1585,419,770022,2015-06-20 01:36:27,a2q
1586,9117,7329,2015-06-20 01:06:43,a2q
1587,7205,7205,2015-06-19 23:39:25,a2q
1588,74074,5475,2015-06-19 22:20:41,a2q
1589,476,702353,2015-06-19 21:07:06,a2q
1590,7816,7816,2015-06-19 18:49:37,a2q
1591,582,9636,2015-06-19 11:44:18,a2q
1592,98706,736,2015-06-19 06:55:33,a2q
1593,7596,7596,2015-06-19 04:48:29,a2q
1594,896849,5,2015-06-19 00:19:17,a2q
1595,1199,71380,2015-06-18 23:11:53,a2q
1596,2820,44080,2015-06-18 22:13:46,a2q
1597,65548,1772,2015-06-18 21:50:51,a2q
1598,6309,47078,2015-06-18 21:25:37,a2q
1599,6962,6962,2015-06-18 20:14:39,a2q
1600,21362,3661,2015-06-18 19:47:37,a2q
1601,476,689637,2015-06-18 17:30:02,a2q
1602,191246,58,2015-06-18 16:35:16,a2q
1603,752756,274,2015-06-18 15:18:51,a2q
1604,5274,5274,2015-06-18 12:33:52,a2q
1605,98029,3848,2015-06-18 09:38:54,a2q
1606,436341,337,2015-06-18 02:26:38,a2q
1607,4376,4376,2015-06-18 02:13:46,a2q
1608,65863,1544,2015-06-18 01:51:12,a2q
1609,3726565,9,2015-06-17 22:27:00,a2q
1610,60,3461846,2015-06-17 21:42:27,a2q
1611,44041,4465,2015-06-17 16:36:28,a2q
1612,6560,11239,2015-06-17 14:03:10,a2q
1613,4459143,51,2015-06-17 12:03:56,a2q
1614,4279,60247,2015-06-17 07:15:37,a2q
1615,39068,5789,2015-06-17 06:12:53,a2q
1616,14777,4770,2015-06-17 03:15:01,a2q
1617,9843,9843,2015-06-16 21:35:23,a2q
1618,214428,234,2015-06-16 20:06:14,a2q
1619,87,871354,2015-06-16 19:36:07,a2q
1620,328829,230,2015-06-16 15:27:53,a2q
1621,476,413225,2015-06-16 15:04:14,a2q
1622,774,967484,2015-06-16 06:18:11,a2q
1623,5775,5775,2015-06-15 17:05:41,a2q
1624,15498,56,2015-06-15 14:26:01,a2q
1625,579046,85,2015-06-14 23:04:06,a2q
1626,328968,231,2015-06-14 22:02:55,a2q
1627,9344,9344,2015-06-14 11:16:51,a2q
1628,8217,8217,2015-06-14 00:45:17,a2q
1629,2103259,62,2015-06-13 22:44:05,a2q
1630,13441,4086,2015-06-13 08:01:34,a2q
1631,492405,905,2015-06-13 03:08:58,a2q
1632,1228,905,2015-06-13 00:01:20,a2q
1633,476,202576,2015-06-12 20:27:47,a2q
1634,42353,4376,2015-06-12 18:15:54,a2q
1635,42353,3102,2015-06-12 12:14:29,a2q
1636,62,1079379,2015-06-12 07:21:35,a2q
1637,117588,238,2015-06-12 05:47:19,a2q
1638,4332,46194,2015-06-12 03:06:44,a2q
1639,18651,7850,2015-06-12 03:00:49,a2q
1640,194,978360,2015-06-12 00:05:17,a2q
1641,2108149,1,2015-06-11 22:16:32,a2q
1642,19068,4653,2015-06-11 20:10:06,a2q
1643,260,684570,2015-06-11 19:27:14,a2q
1644,6617,51927,2015-06-11 19:00:09,a2q
1645,9825,9825,2015-06-11 17:54:05,a2q
1646,54746,8678,2015-06-11 12:24:54,a2q
1647,906,4227,2015-06-11 10:32:55,a2q
1648,6096,6096,2015-06-11 08:55:55,a2q
1649,13,4941773,2015-06-11 08:36:05,a2q
1650,3313608,83,2015-06-11 07:43:59,a2q
1651,893,881559,2015-06-11 06:20:31,a2q
1652,582,435129,2015-06-11 04:18:15,a2q
1653,8217,8217,2015-06-11 01:44:24,a2q
1654,21886,1014,2015-06-11 00:20:26,a2q
1655,9950,9950,2015-06-11 00:13:36,a2q
1656,6884,5017,2015-06-10 22:25:53,a2q
1657,476,69349,2015-06-10 21:06:42,a2q
1658,682324,939,2015-06-10 18:15:52,a2q
1659,267,68571,2015-06-10 13:38:27,a2q
1660,8217,8217,2015-06-10 10:55:28,a2q
1661,1554,28543,2015-06-10 03:48:33,a2q
1662,186,939213,2015-06-10 03:01:29,a2q
1663,8127,8127,2015-06-10 01:50:39,a2q
1664,73070,8127,2015-06-10 01:28:32,a2q
1665,536,352235,2015-06-10 00:25:41,a2q
1666,810607,79,2015-06-09 22:08:09,a2q
1667,61697,192,2015-06-09 22:07:36,a2q
1668,6682,2820,2015-06-09 21:44:23,a2q
1669,7652,7652,2015-06-09 21:14:57,a2q
1670,74000,831,2015-06-09 20:07:24,a2q
1671,4279,27641,2015-06-09 19:27:25,a2q
1672,4279,27641,2015-06-09 19:04:37,a2q
1673,3181,3181,2015-06-09 16:39:22,a2q
1674,360211,91,2015-06-09 16:32:54,a2q
1675,3146,3146,2015-06-09 08:33:11,a2q
1676,24267,3114,2015-06-09 06:18:46,a2q
1677,6309,52566,2015-06-09 05:43:11,a2q
1678,67,1295134,2015-06-09 04:16:35,a2q
1679,27756,966,2015-06-08 22:54:26,a2q
1680,4986897,56,2015-06-08 22:26:03,a2q
1681,476,685352,2015-06-08 22:23:19,a2q
1682,339,496148,2015-06-08 10:18:52,a2q
1683,95,274503,2015-06-08 03:39:45,a2q
1684,244746,698,2015-06-08 03:03:22,a2q
1685,11799,475,2015-06-08 00:38:19,a2q
1686,40130,8152,2015-06-07 23:18:19,a2q
1687,67,4132770,2015-06-07 21:17:59,a2q
1688,95190,1929,2015-06-07 19:30:17,a2q
1689,58063,2729,2015-06-07 17:02:24,a2q
1690,328553,116,2015-06-07 09:11:43,a2q
1691,593047,116,2015-06-07 09:09:57,a2q
1692,76337,116,2015-06-07 09:04:25,a2q
1693,2819,2819,2015-06-06 19:44:13,a2q
1694,1591,92679,2015-06-06 11:17:38,a2q
1695,65863,4464,2015-06-06 07:02:38,a2q
1696,4794,49153,2015-06-06 06:07:20,a2q
1697,4794,53538,2015-06-06 05:56:04,a2q
1698,7852,7852,2015-06-06 05:09:42,a2q
1699,6592,6592,2015-06-06 05:04:51,a2q
1700,172999,893,2015-06-06 01:43:55,a2q
1701,1611,1611,2015-06-06 01:16:45,a2q
1702,266,202550,2015-06-05 23:09:22,a2q
1703,94363,3579,2015-06-05 22:45:12,a2q
1704,501667,372,2015-06-05 21:34:13,a2q
1705,1514,1514,2015-06-05 21:28:53,a2q
1706,905,562697,2015-06-05 16:46:53,a2q
1707,2648,40945,2015-06-05 15:56:08,a2q
1708,5165,5165,2015-06-05 07:33:59,a2q
1709,893,316082,2015-06-05 05:18:41,a2q
1710,893,719427,2015-06-05 05:14:52,a2q
1711,39605,193,2015-06-05 02:37:57,a2q
1712,8127,8127,2015-06-05 00:59:34,a2q
1713,8986,8986,2015-06-04 23:21:41,a2q
1714,476,904570,2015-06-04 22:41:44,a2q
1715,67153,4639,2015-06-04 21:17:33,a2q
1716,920,162296,2015-06-04 19:08:27,a2q
1717,476,360822,2015-06-04 19:08:04,a2q
1718,49,4336128,2015-06-04 14:10:56,a2q
1719,2027,2027,2015-06-04 12:57:38,a2q
1720,1861935,61,2015-06-04 10:24:38,a2q
1721,7355,7355,2015-06-04 09:49:22,a2q
1722,293099,476,2015-06-04 07:58:03,a2q
1723,2147,2147,2015-06-03 22:40:36,a2q
1724,920,894792,2015-06-03 15:57:02,a2q
1725,82660,552,2015-06-03 13:15:57,a2q
1726,568,530887,2015-06-03 08:33:53,a2q
1727,13,4966729,2015-06-03 06:17:41,a2q
1728,436183,426,2015-06-03 05:56:52,a2q
1729,574168,552,2015-06-03 05:05:27,a2q
1730,651987,307,2015-06-03 03:37:10,a2q
1731,79,4964241,2015-06-03 02:59:32,a2q
1732,5397,5397,2015-06-03 01:54:44,a2q
1733,735897,632,2015-06-02 22:48:53,a2q
1734,13,899807,2015-06-02 10:21:12,a2q
1735,54500,1772,2015-06-02 08:14:20,a2q
1736,70068,3836,2015-06-02 05:49:58,a2q
1737,963542,470,2015-06-02 03:54:10,a2q
1738,59704,3619,2015-06-02 03:01:08,a2q
1739,60,4797291,2015-06-01 23:26:49,a2q
1740,267,396680,2015-06-01 20:34:22,a2q
1741,267,437393,2015-06-01 18:45:15,a2q
1742,267,71470,2015-06-01 17:47:31,a2q
1743,267,795420,2015-06-01 16:51:30,a2q
1744,2988,41968,2015-06-01 16:30:51,a2q
1745,278,278,2015-06-01 15:37:29,a2q
1746,60,3621610,2015-06-01 04:43:32,a2q
1747,340568,383,2015-06-01 01:34:08,a2q
1748,3191,38522,2015-06-01 00:52:40,a2q
